run,I,n_layers,n_params,time_ls,yerr_ls_train,cost_ls_train,yerr_ls_test,cost_ls_test,time_bl,yerr_bl_train,cost_bl_train,yerr_bl_test,cost_bl_test,time_nm,yerr_nm_train,cost_nm_train,yerr_nm_test,cost_nm_test,time_gd,yerr_gd_train,cost_gd_train,yerr_gd_test,cost_gd_test
3,10,0,50,0.03532099723815918,8.511841,-664.3412983385225,9.592538,-472.3232518221438,1.2909798622131348,22.39788055419922,-730.0872087549667,21.53292465209961,-542.1826587940752,628.74831199646,22.307220458984375,-730.1841126119593,21.64851951599121,-543.4010274483263,600.0285232067108,23.982302,-729.5943592353165,23.803036,-541.700543654114
3,20,0,100,0.05933403968811035,8.947819,-1221.1928315160176,9.73938,-779.6253490780294,2.8745288848876953,23.54185676574707,-1353.5510439401864,23.423364639282227,-918.2294903203845,657.6274797916412,24.759098052978516,-1350.6105616401137,25.28692626953125,-921.5048594781756,600.0433239936829,24.927826,-1353.6760965032379,25.461117,-921.1445854638517
3,50,0,250,0.1453380584716797,8.75209,-5080.932254717698,10.203222,-2926.1184714268147,10.392700910568237,23.335739135742188,-5417.850724418859,25.854856491088867,-3262.8927751216293,761.3110389709473,9.27592945098877,-5196.516973336886,10.828926086425781,-3040.9092176388203,600.0614099502563,34.409252,-5385.382225166907,34.293465,-3232.510624033064
3,100,0,500,0.3778231143951416,8.73624,-9858.995290924311,9.93467,-6837.534309852123,25.21636700630188,23.212825775146484,-10524.007548064243,23.999486923217773,-7545.661428165585,NaN,NaN,NaN,NaN,NaN,600.33638215065,24.136929,-10515.962399199705,24.863373,-7548.2943785262105
3,500,0,2500,1.7018709182739258,8.809018,-52200.89087908884,9.978333,-31686.683506210597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,603.1712679862976,28.800177,-55388.88002365207,43.54884,-34926.674403485355
3,1000,0,5000,3.4519801139831543,8.778369,-92668.4911750276,10.020205,-58758.11077228159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,602.7506330013275,19.751959,-98599.61491600792,23.365086,-64442.591895251724
4,2,0,10,0.014873981475830078,9.370777,-159.50910856515168,9.077413,-128.57307323634623,0.5326271057128906,25.43023109436035,-173.96110097755988,21.848190307617188,-144.56419429957867,134.14222693443298,25.225025177001953,-173.8740838117401,22.341215133666992,-144.88779808700085,600.0080568790436,25.464188,-173.94396977136532,22.477175,-144.668540045619
4,10,0,50,0.036004066467285156,8.803815,-2018.9319176705678,9.171514,-921.5382553963364,1.326305866241455,23.908039093017578,-2086.1148891305925,24.978832244873047,-983.0190002278983,629.2111937999725,24.13380241394043,-2085.5610804828007,25.92115592956543,-981.8081832818687,600.0083808898926,24.418602,-2085.0053391281763,25.6828,-981.4342883901298
4,20,0,100,0.05881500244140625,8.608098,-1418.4412783352534,9.851618,-995.3572891932725,2.942349910736084,22.81795883178711,-1550.7626058300336,23.786617279052734,-1132.511171324849,658.9488170146942,22.81308937072754,-1544.799819360574,23.59125328063965,-1134.0772023133934,600.5271141529083,27.492508,-1529.3883005908629,35.395794,-1110.9881111605466
4,50,0,250,0.16190099716186523,8.715288,-4063.7074716839693,9.689499,-2835.144461688399,9.610522985458374,23.01282501220703,-4395.545445496638,23.976303100585938,-3183.418573075086,759.9350850582123,9.335627555847168,-4187.569368728498,10.228608131408691,-2963.579150172919,600.1329569816589,36.580692,-4348.944682121525,27.759731,-3106.1405157129466
4,100,0,500,0.32806396484375,8.763812,-10726.19441798081,10.159204,-7066.446002677679,23.721301078796387,23.14589500427246,-11392.2055803215,24.266775131225586,-7765.893940186352,NaN,NaN,NaN,NaN,NaN,600.1831829547882,24.495083,-11381.87881833762,26.727116,-7763.535183062553
4,500,0,2500,1.6720149517059326,8.781015,-50038.43351525302,10.194646,-31955.351985771358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,600.7315340042114,24.415827,-53313.05156291912,26.69619,-35389.82975530356
4,1000,0,5000,3.364386796951294,8.76779,-104572.26781572531,10.016691,-67826.78715457142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,606.1789429187775,24.728842,-110325.24302726572,32.635326,-73375.82534608617
5,2,0,10,0.008394002914428711,8.1771755,-85.94533961375555,9.11185,-85.53004421949386,0.18683600425720215,23.07369041442871,-99.07831433216731,22.630380630493164,-101.5613642668724,86.95622301101685,23.124183654785156,-99.02525539477666,23.074565887451172,-101.27790260076523,600.09223985672,23.558786,-99.01287849664688,23.223753,-101.37961198568344
5,10,0,50,0.03394603729248047,8.946967,-1882.8762780287366,10.171726,-948.4726145458221,1.351518154144287,23.434280395507812,-1950.738432423522,26.591182708740234,-1010.0150178050994,631.5456590652466,23.88421630859375,-1950.3776825891434,26.939239501953125,-1010.2245641469956,600.1410570144653,24.349443,-1949.9885058389605,29.252527,-1009.5723660135269
5,20,0,100,0.05964183807373047,8.571415,-2225.841062703182,11.0404415,-1351.774350848943,2.866798162460327,22.821044921875,-2356.298547623803,30.48664665222168,-1482.3468043096364,658.323783159256,21.4815616607666,-2345.5771301083764,24.386465072631836,-1477.7507828670741,601.3987197875977,29.527672,-2339.100456341356,29.33139,-1454.8989999778569
5,50,0,250,1.0548691749572754,8.936329,-4784.831285405159,10.414652,-3302.673061466813,23.471001863479614,23.902971267700195,-5117.453753383457,26.104185104370117,-3668.6486109352113,761.6802868843079,9.534139633178711,-4905.623686655363,10.927090644836426,-3428.2544127182664,600.0723249912262,35.706318,-5084.011627077758,79.49444,-3615.803809762001
5,100,0,500,0.32048892974853516,8.728413,-10800.424458746016,10.232705,-6746.976484473795,26.150383949279785,23.098596572875977,-11472.07002736181,24.940088272094727,-7414.668521356881,NaN,NaN,NaN,NaN,NaN,600.2330410480499,72.393425,-11117.468833855639,47.29351,-6809.736956445127
5,500,0,2500,1.6689198017120361,8.806457,-49850.83340630293,10.027254,-31880.522758554966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,602.8664238452911,28.23342,-53021.99906667496,31.97624,-35185.8585948725
5,1000,0,5000,3.4193761348724365,8.790032,-99732.16322628444,9.980036,-64809.334136051235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,609.1739819049835,20.669046,-105472.91516124696,29.412445,-70476.45367694914
6,2,0,10,0.013367891311645508,8.603376,-173.00455320914585,10.704709,-71.6478433418274,0.3067750930786133,22.379314422607422,-186.4638677239418,28.369131088256836,-85.36492866039276,156.53120017051697,22.19205093383789,-186.37152182181677,25.932723999023438,-85.63284545421601,600.3526890277863,22.577646,-186.39363515138626,28.100868,-85.36942687511444
6,10,0,50,0.06703591346740723,8.756103,-864.8445234651367,10.082158,-622.5406398186087,2.2347159385681152,24.356279373168945,-931.826528814137,29.1826114654541,-682.697226780355,646.5299649238586,24.435401916503906,-931.9337147436539,27.228940963745117,-683.786114064008,600.2332649230957,20.050737,-915.1581028824548,21.544762,-636.2997351960838
6,20,0,100,0.12074899673461914,8.806512,-2296.8160500386357,9.399306,-1116.0043182440102,5.1971399784088135,23.07828712463379,-2430.155868614813,25.89314842224121,-1231.1110101503134,673.1362659931183,17.91438102722168,-2416.4500044467054,19.81723976135254,-1220.5870262664557,600.2872319221497,23.905836,-2429.0381554112832,29.934425,-1227.8791684001685
6,50,0,250,0.27495694160461426,8.832631,-6080.944362837623,10.101513,-3388.1429057997466,17.671308040618896,23.339263916015625,-6421.161410046915,25.705684661865234,-3719.287483923137,795.9199788570404,9.230831146240234,-6179.246013657401,10.722770690917969,-3484.7386828011277,600.0742230415344,24.656204,-6398.250570544203,24.562056,-3686.1991872525214
6,100,0,500,0.6064858436584473,8.830689,-9766.71233069852,9.982566,-6220.243310095817,53.619994163513184,23.42182731628418,-10434.20567871809,24.578094482421875,-6897.628024615347,NaN,NaN,NaN,NaN,NaN,600.1240870952606,31.033466,-10391.582527083108,39.009182,-6828.18778682664
6,500,0,2500,1.758970022201538,8.789153,-49954.04007809857,10.276893,-32829.86338427737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,603.5683579444885,25.410547,-53204.94483211473,27.564875,-36186.83435959026
6,1000,0,5000,6.097320079803467,8.806719,-107190.19417279407,10.056972,-68864.45180265412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,605.2429809570312,17.987251,-112115.17833451719,27.923864,-73514.07354681552
